嗚呼,ああ
譲歩,じょうほ
照明,しょうめい
消耗,しょうもう
条約,じょうやく
勝利,しょうり
上陸,じょうりく
蒸留,じょうりゅう
奨励,しょうれい
奨励,しょうれい
除外,じょがい
職員,しょくいん
職務,しょくむ
助言,じょげん
徐行,じょこう
徐行,じょこう
所在,しょざい
所持,しょじ
助詞,じょし
女史,じょし
女子,じょし
所属,しょぞく
処置,しょち
ショック,ショック
しょっちゅう,しょっちゅう
所定,しょてい
助動詞,じょどうし
所得,しょとく
所得,しょとく
処罰,しょばつ
初版,しょはん
処分,しょぶん
庶民,しょみん
庶務,しょむ
調べ,しらべ
知り合い,しりあい
退く,しりぞく
退ける,しりぞける
記す,しるす
指令,しれい
代,しろ
皺,しわ
新,しん
人,じん
進化,しんか
人格,じんかく
殿,しんがり
審議,しんぎ
振興,しんこう
新興,しんこう
進行,しんこう
申告,しんこく
新婚,しんこん
新婚,しんこん
審査,しんさ
審査,しんさ
人材,じんざい
人材,じんざい
紳士,しんし
真実,しんじつ
信者,しんじゃ
信者,しんじゃ
真珠,しんじゅ
心中,しんじゅう
進出,しんしゅつ
心情,しんじょう
神聖,しんせい
親善,しんぜん
真相,しんそう
迅速,じんそく
人体,じんたい
進呈,しんてい
進展,しんてん
進度,しんど
振動,しんどう
新入生,しんにゅうせい
信任,しんにん
審判,しんぱん
神秘,しんぴ
辛抱,しんぼう
人民,じんみん
真理,しんり
侵略,しんりゃく
診療,しんりょう
進路,しんろ
進路,しんろ
水源,すいげん
水洗,すいせん
吹奏,すいそう
推測,すいそく
水田,すいでん
推理,すいり
数詞,すうし
図々しい,ずうずうしい
崇拝,すうはい
据え付ける,すえつける
据える,すえる
清々しい,すがすがしい
過ぎ,すぎ
直ぐ,すぐ
救い,すくい
掬う,すくう
少なくとも,すくなくとも
健やか,すこやか
濯ぐ,すすぐ
勧め,すすめ
裾,すそ
裾,すそ
スタジオ,スタジオ
廃れる,すたれる
スチーム,スチーム
酸っぱい,すっぱい
素敵,すてき
ストライキ,ストライキ
ストレス,ストレス
ストロー,ストロー
ストロボ,ストロボ
即ち,すなわち
すばしこい,すばしこい
素早い,すばやい
ずばり,ずばり
スピード,スピード
ずぶ濡れ,ずぶぬれ
スプリング,スプリング
スペース,スペース
スポーツカー,スポーツカー
済ます,すます
澄ます,すます
済まない,すまない
済みません,すみません
スラックス,スラックス
ずらっと,ずらっと
刷り,すり
ずるずる,ずるずる
ずれ,ずれ
すれ違い,すれちがい
すれ違う,すれちがう
擦れる,すれる
ずれる,ずれる
すんなり,すんなり
セール,セール
制,せい
製,せい
生育,せいいく
成果,せいか
正規,せいき
正義,せいぎ
生計,せいけい
政権,せいけん
精巧,せいこう
精巧,せいこう
政策,せいさく
清算,せいさん
生死,せいし
静止,せいし
誠実,せいじつ
成熟,せいじゅく
青春,せいしゅん
清純,せいじゅん
聖書,せいしょ
制する,せいする
整然,せいぜん
盛装,せいそう
盛大,せいだい
清濁,せいだく
制定,せいてい
制定,せいてい
制定,せいてい
静的,せいてき
製鉄,せいてつ
正当,せいとう
成年,せいねん
制服,せいふく
製法,せいほう
精密,せいみつ
精密,せいみつ
精密,せいみつ
税務署,ぜいむしょ
声明,せいめい
姓名,せいめい
制約,せいやく
制約,せいやく
勢力,せいりょく
勢力,せいりょく
整列,せいれつ
背負う,せおう
急かす,せかす
急かす,せかす
倅,せがれ
責務,せきむ
セクション,セクション
世辞,せじ
是正,ぜせい
世帯,せたい
世代,せだい
節,せつ
切開,せっかい
セックス,セックス
切実,せつじつ
接触,せっしょく
接続詞,せつぞくし
設置,せっち
折衷,せっちゅう
設定,せってい
設定,せってい
説得,せっとく
切ない,せつない
絶版,ぜっぱん
絶望,ぜつぼう
設立,せつりつ
是非とも,ぜひとも
攻め,せめ
ゼリー,ゼリー
セレモニー,セレモニー
仙,せん
前,ぜん
禅,ぜん
禅,ぜん
膳,ぜん
繊維,せんい
全快,ぜんかい
選挙,せんきょ
宣教,せんきょう
宣言,せんげん
宣言,せんげん
先行,せんこう
選考,せんこう
戦災,せんさい
専修,せんしゅう
センス,センス
潜水,せんすい
先々月,せんせんげつ
先先週,せんせんしゅう
先代,せんだい
先だって,せんだって
先着,せんちゃく
先着,せんちゃく
前提,ぜんてい
先天的,せんてんてき
戦闘,せんとう
潜入,せんにゅう
全滅,ぜんめつ
占領,せんりょう
善良,ぜんりょう
戦力,せんりょく
ソース,ソース
沿い,ぞい
沿う,そう
添う,そう
像,ぞう
相応,そうおう
創刊,そうかん
創刊,そうかん
創刊,そうかん
雑木,ぞうき
増強,ぞうきょう
走行,そうこう
総合,そうごう
然うして,そうして
操縦,そうじゅう
蔵相,ぞうしょう
装飾,そうしょく
騒動,そうどう
遭難,そうなん
遭難,そうなん
相場,そうば
装備,そうび
装備,そうび
創立,そうりつ
添える,そえる
即座に,そくざに
即する,そくする
即する,そくする
束縛,そくばく
其処,そこ
其処で,そこで
損なう,そこなう
其処ら,そこら
素材,そざい
素材,そざい
阻止,そし
阻止,そし
阻止,そし
然して,そして
訴訟,そしょう
育ち,そだち
育ち,そだち
措置,そち
措置,そち
其方,そちら
ソックス,ソックス
素っ気ない,そっけない
率直,そっちょく
外方,そっぽ
備え付ける,そなえつける
備え付ける,そなえつける
園,その
その上,そのうえ
その内,そのうち
その為,そのため
その他,そのほか
其の儘,そのまま
素朴,そぼく
染まる,そまる
染まる,そまる
染める,そめる
逸らす,そらす
反り,そり
剃る,そる
其れ,それ
其れから,それから
夫れ夫れ,それぞれ
其れで,それで
其れでは,それでは
其れでも,それでも
其れ共,それとも
其れに,それに
それ程,それほど
それ故,それゆえ
ソロ,ソロ
揃い,そろい
ぞんざい,ぞんざい
打,ダース
他意,たい
第,だい
第一,だいいち
退化,たいか
大概,たいがい
体格,たいかく
体格,たいかく
大金,たいきん
体験,たいけん
退治,たいじ
大事,だいじ
対して,たいして
大衆,たいしゅう
対処,たいしょ
退職,たいしょく
態勢,たいせい
態勢,たいせい
大胆,だいたん
タイトル,タイトル
台無し,だいなし
滞納,たいのう
対比,たいひ
タイピスト,タイピスト
大部,たいぶ
対辺,たいへん
対辺,たいへん
代弁,だいべん
大便,だいべん
大便,だいべん
待望,たいぼう
待望,たいぼう
台本,だいほん
タイマー,タイマー
怠慢,たいまん
タイミング,タイミング
タイム,タイム
タイムリー,タイムリー
対面,たいめん
タイヤ,タイヤ
代用,だいよう
対立,たいりつ
体力,たいりょく
タイル,タイル
対話,たいわ
対話,たいわ
ダウン,ダウン
絶える,たえる
耐える,たえる
高,たか
打開,だかい
高まる,たかまる
焚き火,たきび
妥協,だきょう
類い,たぐい
沢山,たくさん
巧み,たくみ
丈,たけ
丈,だけ
打撃,だげき
妥結,だけつ
駄作,ださく
駄作,ださく
足し算,たしざん
多数決,たすうけつ
多数決,たすうけつ
助け,たすけ
立方,たちかた
忽ち,たちまち
立ち寄る,たちよる
断つ,たつ
達者,たっしゃ
脱出,だっしゅつ
達成,たっせい
たった,たった
盾,たて
奉る,たてまつる
他動詞,たどうし
例え,たとえ
たどり着く,たどりつく
辿る,たどる
他人,たにん
楽しむ,たのしむ
頼み,たのみ
煙草,たばこ
度々,たびたび
だぶだぶ,だぶだぶ
ダブる,ダブる
他方,たほう
多忙,たぼう
給う,たまう
騙す,だます
偶に,たまに
堪らない,たまらない
溜まり,たまり
賜る,たまわる
例,ためし
躊躇う,ためらう
保つ,たもつ
容易い,たやすい
だらけ,だらけ
怠い,だるい
怠い,だるい
弛み,たるみ
弛む,たるむ
誰,だれ
垂れる,たれる
タレント,タレント
タワー,タワー
反,たん
嘆,たん
壇,だん
単一,たんいつ
単一,たんいつ
担架,たんか
短歌,たんか
短気,たんき
団結,だんけつ
探検,たんけん
断言,だんげん
短縮,たんしゅく
箪笥,たんす
断然,だんぜん
炭素,たんそ
短大,たんだい
段々,だんだん
単調,たんちょう
単調,たんちょう
単独,たんどく
旦那,だんな
短波,たんぱ
タンパク質,タンパクしつ
ダンプ,ダンプ
断面,だんめん
チームワーク,チームワーク
治安,ちあん
チェンジ,チェンジ
違える,ちがえる
近々,ちかぢか
近づく,ちかづく
契る,ちぎる
畜産,ちくさん
畜生,ちくしょう
蓄積,ちくせき
地形,ちけい
地形,ちけい
知性,ちせい
乳,ちち
縮まる,ちぢまる
秩序,ちつじょ
秩序,ちつじょ
窒息,ちっそく
些とも,ちっとも
知的,ちてき
地方,ちほう
チャイム,チャイム
着,ちゃく
着手,ちゃくしゅ
着色,ちゃくしょく
着席,ちゃくせき
着席,ちゃくせき
着目,ちゃくもく
着陸,ちゃくりく
チャネル,チャネル
茶の間,ちゃのま
茶の湯,ちゃのゆ
ちやほや,ちやほや
宙返り,ちゅうがえり
忠告,ちゅうこく
忠実,ちゅうじつ
中傷,ちゅうしょう
中傷,ちゅうしょう
中傷,ちゅうしょう
中枢,ちゅうすう
中枢,ちゅうすう
中枢,ちゅうすう
抽選,ちゅうせん
中断,ちゅうだん
中毒,ちゅうどく
中毒,ちゅうどく
中立,ちゅうりつ
中和,ちゅうわ
庁,ちょう
腸,ちょう
蝶,ちょう
超,ちょう
調印,ちょういん
調印,ちょういん
調印,ちょういん
聴覚,ちょうかく
長官,ちょうかん
徴収,ちょうしゅう
徴収,ちょうしゅう
聴診器,ちょうしんき
長大,ちょうだい
丁々,ちょうちょう
調停,ちょうてい
丁度,ちょうど
重複,ちょうふく
長編,ちょうへん
長編,ちょうへん
丁目,ちょうめ
調理,ちょうり
調和,ちょうわ
ちょくちょく,ちょくちょく
直面,ちょくめん
貯蓄,ちょちく
直感,ちょっかん
一寸,ちょっと
著名,ちょめい
ちらっと,ちらっと
ちり取り,ちりとり
治療,ちりょう
賃金,ちんぎん
沈澱,ちんでん
沈黙,ちんもく
陳列,ちんれつ
追跡,ついせき
次いで,ついで
追放,ついほう
費やす,ついやす
墜落,ついらく
墜落,ついらく
通,つう
痛感,つうかん
通常,つうじょう
痛切,つうせつ
杖,つえ
使い道,つかいみち
使い道,つかいみち
仕える,つかえる
司る,つかさどる
付き,つき
付き,つき
付き合う,つきあう
月並み,つきなみ
月並み,つきなみ
継ぎ目,つぎめ
尽きる,つきる
吐く,つく
接ぐ,つぐ
継ぐ,つぐ
尽くす,つくす
作り,つくり
造り,つくり
作る,つくる
繕う,つくろう
付け加える,つけくわえる
告げる,つげる
辻褄,つじつま
筒,つつ
筒,つつ
筒,つつ
突く,つつく
慎む,つつしむ
慎む,つつしむ
突っ張る,つっぱる
包む,つつむ
伝言,つてこと
勤まる,つとまる
勤め先,つとめさき
努めて,つとめて
津波,つなみ
抓る,つねる
募る,つのる
唾,つば
呟く,つぶやく
呟く,つぶやく
壺,つぼ
蕾,つぼみ
躓く,つまずく
摘む,つまむ
詰らない,つまらない
詰まり,つまり
積もり,つもり
露,つゆ
強まる,つよまる
強める,つよめる
連なる,つらなる
貫く,つらぬく
連ねる,つらねる
釣り,つり
釣鐘,つりがね
つり革,つりかわ
吊るす,つるす
データ,データ
出会う,であう
手当,てあて
体,てい
定義,ていぎ
提供,ていきょう
提携,ていけい
提携,ていけい
提携,ていけい
提示,ていじ
提示,ていじ
訂正,ていせい
ティッシュペーパー,ティッシュペーパー
定年,ていねん
定年,ていねん
堤防,ていぼう
出入り口,でいりぐち
手遅れ,ておくれ
でかい,でかい
手がける,てがける
手軽,てがる
的,てき
適応,てきおう
出来物,できもの
出切る,できる
出くわす,でくわす
デコレーション,デコレーション
デザート,デザート
デザイン,デザイン
手順,てじゅん
手順,てじゅん
手錠,てじょう
手数,てすう
出鱈目,でたらめ
手近,てぢか
てっきり,てっきり
鉄鋼,てっこう
デッサン,デッサン
徹する,てっする
鉄片,てっぺん
鉄棒,てつぼう
鉄棒,てつぼう
出直し,でなおし
掌,てのひら
手配,てはい
手筈,てはず
手回し,てまわし
手元,てもと
デモンストレーション,デモンストレーション
照り返す,てりかえす
テレックス,テレックス
